id	harness	dom	kind	verdict	detail	pass
33460	goose	models-routing	other	noise	model/provider line: 5f3c7d3 Env var to set Ollama request	rule
33461	goose	models-routing	fix	noise	multi-tool streamed internal	manual
33462	goose	models-routing	fix	noise	conv-fix: : Handle non-default base path for OpenAI	rule
33463	goose	models-routing	other	noise	test internal	manual
33464	goose	models-routing	other	noise	conv-chore: : refactor session naming into provider	rule
33465	goose	models-routing	fix	noise	multi-tool streamed internal	manual
33466	goose	models-routing	fix	noise	model/provider line: fix: Set include_usagetrue for OpenAI streaming	rule
33467	goose	models-routing	other	noise	model/provider line: feat: Implement streaming for OpenAI	rule
33468	goose	models-routing	other	noise	conv-docs: update CLI provider guide	rule
33469	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33470	goose	models-routing	other	annotated	U9 命令白/黑名单+配额 ask | **已有** | 分层所有权	dedup-l
33471	goose	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33472	goose	models-routing	fix	noise	prompt name internal	manual
33473	goose	models-routing	fix	noise	model/provider line: fix: correct tool use for anthropic	rule
33474	goose	models-routing	fix	annotated	开屏 | Google OAuth 免费层/API key/Vert	dedup-l
33475	goose	models-routing	other	noise	titleline: Temporarily Remove GH Copilot Provider	rule
33476	goose	models-routing	feat	noise	model/provider line: add claude 4 models	rule
33477	goose	models-routing	feat	noise	model/provider line: feat: add voice dictation using OpenAI Whisper	rule
33478	goose	models-routing	feat	annotated	## 18. Qwen Code（阿里 · Gemini CLI 深度分	dedup-l
33479	goose	models-routing	other	noise	model-provider-add: featproviders: update Google Gemini models to latest	rule
33480	goose	models-routing	feat	noise	conv-docs: add sagemaker provider	rule
33481	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33482	goose	models-routing	fix	noise	provider-meta: Fix GitHub Copilot Provider Config	rule
33483	goose	models-routing	fix	noise	model/provider line: fix: thinking applies to claude 4 as	rule
33484	goose	models-routing	fix	noise	model-catalog: fix the claude model name	rule
33485	goose	models-routing	fix	noise	prose-fix: fix invalid context length for claude models	rule
33486	goose	models-routing	other	noise	conv-docs: Adding Snowflake as a Provider	rule
33487	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33488	goose	models-routing	feat	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
33489	goose	models-routing	feat	noise	feat-provider: add Snowflake provider	rule
33490	goose	models-routing	feat	noise	model/provider line: feat: add claude 4 to vertex dropdown	rule
33491	goose	models-routing	fix	noise	model/provider line: fix: update o3/mini and o4 mini context	rule
33492	goose	models-routing	fix	noise	model/provider line: feat: GitHub Copilot stream support fixes gpt-4.1	rule
33493	goose	models-routing	feat	noise	provider-meta: Snowflake provider support 2488	rule
33494	goose	models-routing	fix	noise	model/provider line: GitHub Copilot stream support fixes gpt-4.1 claude	rule
33495	goose	models-routing	feat	noise	model/provider line: Claude 4 support in Vertex dropdown 2697	rule
33496	goose	models-routing	other	noise	model/provider line: Update o3/mini and o4 mini context limit	rule
33497	goose	models-routing	other	noise	docs: Venice AI provider documentation 2651	rule
33498	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33499	goose	models-routing	pr	noise	conv-docs: added copilot provider	rule
33500	goose	models-routing	other	noise	model/provider line: Remove outdated truncation of tool descriptions in	rule
33501	goose	models-routing	other	noise	model/provider line: changed default model for databricks to goose-claude-3-5-son	rule
33502	goose	models-routing	feat	noise	feat-provider: add context limits for latest gemini and	rule
33503	goose	models-routing	fix	noise	model/provider line: fix: expose ollama error	rule
33504	goose	models-routing	fix	annotated	持久化 | `~/.gemini` 会话+checkpoint；压缩	dedup-l
33505	goose	models-routing	feat	noise	temperature env var minor	manual
33506	goose	models-routing	fix	noise	conv-fix: fix gemini model not found	rule
33507	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33508	goose	models-routing	other	noise	conv-refactor: remove agent flavours move provider to Agent	rule
33509	goose	models-routing	feat	annotated	## 2. Claude Code（Anthropic · CLI/ID	dedup-l
33510	goose	models-routing	feat	annotated	上下文 | contextPaths 族自动装（AGENTS/CLA	dedup-l
33511	goose	models-routing	fix	noise	model/provider line: fixollama: respect ollama URL and port	rule
33512	goose	models-routing	other	noise	names internal	manual
33513	goose	models-routing	other	boundary	don't delete provider — their UI	manual
33514	goose	models-routing	other	noise	feat-provider: additive entry in settings V2 model Select	rule
33515	goose	models-routing	fix	noise	zhfix: fix: Fix display issues for the provider/model	rule
33516	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33517	goose	models-routing	feat	noise	model/provider line: Support custom headers for openai provider	rule
33518	goose	models-routing	feat	noise	model/provider line: feat: add databricks format that can use	rule
33519	goose	models-routing	other	annotated	OpenAI 式工具丢失→统一 tool_call 协议 | 踩坑：	dedup-l
33520	goose	models-routing	feat	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33521	goose	models-routing	other	noise	conv-docs: goose ollama blog updated	rule
33522	goose	models-routing	other	noise	model/provider line: feat: ollama tool shim	rule
33523	goose	models-routing	fix	noise	provider-meta: fix fix model config logging to remove	rule
33524	goose	models-routing	fix	noise	model/provider line: fix: update anthropic provider headers	rule
33525	goose	models-routing	other	noise	conv-docs: update to provider view	rule
33526	goose	models-routing	feat	noise	model-provider-add: ui: introduce form injection for provider modals	rule
33527	goose	models-routing	feat	noise	model/provider line: feat: add GCP Vertex AI platform as	rule
33528	goose	models-routing	fix	noise	conv-fix: More responsive provider grid	rule
33529	goose	models-routing	other	noise	model/provider line: feat: anthropic Claude 3.7 Sonnet with extended	rule
33530	goose	models-routing	fix	noise	model-provider-add: fixprovider: update url path handling for azure	rule
33531	goose	models-routing	fix	noise	gemini empty content internal	manual
33532	goose	models-routing	other	noise	model/provider line: feat: allow setting openai base path	rule
33533	goose	models-routing	fix	noise	model/provider line: fix: handle OpenAI API errors better	rule
33534	goose	models-routing	fix	noise	model/provider line: bug: Fix env var for openAI	rule
33535	goose	models-routing	feat	noise	model/provider line: feat: add default value for openai host	rule
33536	goose	models-routing	other	noise	model/provider line: feat: allow users to configure openai host	rule
33537	goose	models-routing	fix	noise	zhfix: fix:extra error handling for gemini	rule
33538	goose	models-routing	feat	noise	model/provider line: feat: support OpenAI reasoning effort configuration for	rule
33539	goose	models-routing	feat	annotated	OpenAI OAuth 登录族 | provider auth 变	dedup-l
33540	goose	models-routing	feat	noise	conv-docs: Add Amazon Bedrock Azure OpenAI Providers	rule
33541	goose	models-routing	feat	noise	feat-provider: Support VertexAI for Claude	rule
33542	goose	models-routing	other	noise	provider-meta: remove provider settings from dev mode it	rule
33543	goose	models-routing	fix	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33544	goose	models-routing	fix	noise	model/provider line: fixanthropic: include cached tokens in usage count	rule
33545	goose	models-routing	other	noise	conv-docs: noting Fetch limitation with Gemini	rule
33546	goose	models-routing	other	noise	model-provider-add: feat: update gemini models	rule
33547	goose	models-routing	other	noise	model/provider line: feat: replace prompt for ollama smaller models	rule
33548	goose	models-routing	feat	noise	model/provider line: feat: add bedrock provider	rule
33549	goose	models-routing	fix	noise	model/provider line: fix: Allow port 443 to be used	rule
33550	goose	models-routing	fix	noise	model/provider line: fix: support o3 models	rule
33551	goose	models-routing	feat	noise	conv-chore: add tests and update url construction for	rule
33552	goose	models-routing	other	noise	conv-chore: update docs for ollama endpoint	rule
33553	goose	models-routing	fix	noise	conv-fix: improve url construction in provider	rule
33554	goose	models-routing	feat	noise	model/provider line: feat: add azure openai provider	rule
33555	goose	models-routing	other	noise	conv-chore: remove gpt-3.5-turbo UI suggestion as it is	rule
33556	goose	models-routing	feat	noise	conv-chore: remove o1-mini suggestion from UI add model	rule
33557	goose	models-routing	fix	noise	docs internal	manual
33558	goose	models-routing	other	noise	model/provider line: feat: update ui for ollama host	rule
33559	goose	models-routing	fix	noise	model/provider line: fix: request payload for o1 models	rule
33560	goose	models-routing	fix	noise	conv-fix: more graceful handling of missing usage in	rule
33561	goose	models-routing	other	noise	model/provider line: feat: allow setting ollama host	rule
33562	goose	models-routing	feat	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	dedup-l
33563	goose	models-routing	other	noise	conv-chore: updates ollama default model from mistral-nemo to	rule
33564	goose	models-routing	feat	noise	model/provider line: feat: add groq provider	rule
33565	goose	models-routing	feat	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
33566	goose	models-routing	fix	noise	conv-fix: Set default model configuration for the Google	rule
33567	goose	models-routing	other	noise	conv-test: convert Google Gemini tests to VCR	rule
33568	goose	models-routing	other	noise	conv-docs: working ollama for desktop	rule
33569	goose	models-routing	fix	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	dedup-l
33570	goose	models-routing	fix	noise	model/provider line: fix: Update OpenAI pricing per https://openai.com/api/pricin	rule
33571	goose	models-routing	fix	noise	model/provider line: fix: default ollama to tested model	rule
