idx	score	cluster	src	verdict	detail	pass
2771	9	skills-plugins	s9	dup	cold manifest/capability lookups走installed plugin index — lookup perf	manual
2772	9	skills-plugins	s9	dup	runtime preloads限定effective plugin ids — preload scope	manual
2773	9	skills-plugins	s9	dup	api.registerTool descriptors缓存供prompt planning — tool cache	manual
2774	9	skills-plugins	s9	cand	outbound-webhook: bundled webhook ingress plugin(外部自动化驱动TaskFlows)	manual
2775	9	skills-plugins	s9	dup	provider auth registry+models auth login plugin flows — auth registry	manual
2776	9	skills-plugins	s9	noise	VS Code extension回滚pre-SDK codebase	manual
2777	9	skills-plugins	s9	dup	createAgentSession() factory(model/tools/hooks/skills/session) — SDK factory	manual
2778	9	skills-plugins	s9	dup	SecretRef inspect-vs-strict跨preload/status对齐 — secret handling	manual
2779	9	skills-plugins	s9	dup	session-profile skills进/skill列表 — skill listing	manual
2780	9	skills-plugins	s9	dup	stale cache snapshot全量rewrite修复 — write freshness	manual
2781	9	skills-plugins	s9	dup	ChatGPT sign-out后runtime重导入修复 — auth sign-out	manual
2782	9	skills-plugins	s9	dup	Skill Workshop newest-first渐进扫旧sessions — M110族	manual
2783	9	skills-plugins	s9	dup	skill/agent descriptions丢失+Boolean解析修复 — parse fix	manual
2784	9	skills-plugins	s9	dup	Skill Workshop PROPOSAL.md drafts+review actions+rollback — M110已实装	manual
2785	9	skills-plugins	s9	dup	watched skill roots变化时刷新session snapshots — skill refresh	manual
2786	9	skills-plugins	s9	boundary	channels.telegram.webhookPort	manual
2787	9	skills-plugins	s9	cand	tool-defer: --tools/frontmatter tools支持Defer(...)/NoDefer(...)修饰	manual
2788	9	skills-plugins	s9	boundary	installed/browse按类型+enabled过滤	manual
2789	9	skills-plugins	s9	boundary	review skill comment-status/presubmit Aone	manual
2790	9	skills-plugins	s9	dup	enabled diffs恢复短prompt hint — prompt hints	manual
2791	9	skills-plugins	s9	dup	doctor repair走$include写路径保留plugin-validation bypass — doctor	manual
2792	9	skills-plugins	s9	boundary	debug submenu/session status panel	manual
2793	9	skills-plugins	s9	boundary	vim_sneak plugin	manual
2794	9	skills-plugins	s9	dup	SearXNG bundled provider(同1194) — web search	manual
2795	9	skills-plugins	s9	dup	bundled search providers解析SecretRef API keys — secret resolution	manual
2796	9	skills-plugins	s9	boundary	Exa bundled web-search plugin	manual
2797	9	skills-plugins	s9	boundary	Tavily bundled provider	manual
2798	9	skills-plugins	s9	boundary	IntelliJ runCommand实现	manual
2799	9	ui-ux	s9	noise	project panel binding移除(breaking)	manual
2800	9	ui-ux	s9	noise	sidebar new thread不在active worktree修复	manual
2801	9	ui-ux	s9	noise	sidebar误开修复	manual
2802	9	ui-ux	s9	dup	/undo [N]回退N轮 — undo已实装	manual
2803	9	ui-ux	s9	boundary	workspace toggle命令	manual
2804	9	ui-ux	s9	boundary	Copy response/Scroll to message/top按钮	manual
2805	9	ui-ux	s9	boundary	Web UI文档浏览	manual
2806	9	ui-ux	s9	boundary	project_panel::Trash+delete行为	manual
2807	9	ui-ux	s9	boundary	PI_EXPERIMENTAL=1首启主题选择	manual
2808	9	ui-ux	s9	boundary	theme preview action	manual
2809	9	ui-ux	s9	boundary	default_open_behavior	manual
2810	9	ui-ux	s9	boundary	project panel双击空白新建文件	manual
2811	9	ui-ux	s9	boundary	command palette历史	manual
2812	9	ui-ux	s9	dup	PI_TUI_WRITE_LOG per-instance日志 — logging	manual
2813	9	ui-ux	s9	boundary	markdown frontmatter渲染	manual
2814	9	ui-ux	s9	boundary	compare marked files	manual
2815	9	ui-ux	s9	dup	inline editor+编辑旧消息支持@mentions — composer	manual
2816	9	ui-ux	s9	boundary	拖files/tabs进agent panel	manual
2817	9	ui-ux	s9	boundary	review section点击跳文件	manual
2818	9	ui-ux	s9	cand	paste-context: 粘贴代码自动检测file context+折叠	manual
2819	9	ui-ux	s9	boundary	Android nodes parity(notify/photos/contacts/calendar)	manual
2820	9	ui-ux	s9	dup	AskUserQuestion偶尔永久挂起修复(10min fallback) — ask timeout	manual
2821	9	ui-ux	s9	dup	standalone /exit进程终止 — process lifecycle	manual
2822	9	ui-ux	s9	boundary	vim /搜索重置regex-only	manual
2823	9	ui-ux	s9	boundary	inline completions与LSP completions交互	manual
2824	9	ui-ux	s9	boundary	QQBot group mention toggle/iPad表面	manual
2825	9	ui-ux	s9	cand	ui-changes: Review Changes diff视图(同1955)	manual
2826	9	ui-ux	s9	boundary	Desktop v2迁移	manual
2827	9	ui-ux	s9	dup	/context map只渲染真实run context — context render	manual
2828	9	ui-ux	s9	dup	context-window progress+latest-run tokens+active model — context UI	manual
2829	9	ui-ux	s9	boundary	sender avatar gutter	manual
2830	9	ui-ux	s9	cand	ui-prefs: auto-scroll mode selector持久(near-bottom/follow)	manual
2831	9	ui-ux	s9	boundary	long animation frame记录	manual
2832	9	ui-ux	s9	cand	ui-config: pending-changes diff panel(JSON5解析+敏感值redact)	manual
2833	9	ui-ux	s9	dup	exec policy badge读tools.exec.security非agents.defaults.exec — schema fix	manual
2834	9	ui-ux	s9	dup	file changes panel anti-revival(async broadcasts) — UI fix	manual
2835	9	ui-ux	s9	dup	chat.send/chat.inject payload同样sanitize — envelope sanitize	manual
2836	9	ui-ux	s9	boundary	directory menu向上开/new-agent menu	manual
2837	9	ui-ux	s9	dup	file loading/saving/autosave/close-protection — edit lifecycle	manual
2838	9	ui-ux	s9	boundary	Python新capture groups高亮	manual
2839	9	ui-ux	s9	cand	ui-input: Ctrl+Z input box undo	manual
2840	9	ui-ux	s9	boundary	DingTalk Workspace channel	manual
2841	9	ui-ux	s9	boundary	Linux Cut/Copy/Paste等键	manual
2842	9	ui-ux	s9	boundary	Shift+Tab mode切换Windows	manual
2843	9	ui-ux	s9	boundary	sidebar update indicator	manual
2844	9	ui-ux	s9	dup	/theme交互面板 — theme command	manual
2845	9	ui-ux	s9	dup	stats显示用户配置的model names — stats labels	manual
2846	9	ui-ux	s9	boundary	Cmd/Ctrl+Shift+P全局palette	manual
2847	9	ui-ux	s9	dup	message-tool-only agents输出mirror进chat — message mirror	manual
2848	9	ui-ux	s9	boundary	telemetry E2E全路径测试	manual
2849	9	ui-ux	s9	boundary	Web UI background task panel	manual
2850	9	ui-ux	s9	boundary	malformed regex报错/multi-root view	manual
2851	9	ui-ux	s9	boundary	CRUSH_NEW_UI flag	manual
2852	9	ui-ux	s9	boundary	history playback图片zoom/sub-agents折叠	manual
2853	9	ui-ux	s9	boundary	de locale	manual
2854	9	ui-ux	s9	cand	outbound-webhook: webhook直发platform chat(不经session)	manual
2855	9	ui-ux	s9	boundary	同2803(重复)	manual
2856	8	api-sdk	s8	boundary	Prompt Library prompts作user rules	manual
2857	8	api-sdk	s8	boundary	Responses API tool-search flow	manual
2858	8	api-sdk	s8	boundary	extensions提供settings schemas	manual
2859	8	api-sdk	s8	noise	ACP OpenAPI文档	manual
2860	8	api-sdk	s8	boundary	Python SDK runtime wheels	manual
2861	8	api-sdk	s8	cand	api-surface: v2 filesystem RPCs(read/write/copy/dir/watch)	manual
2862	8	api-sdk	s8	cand	--add-dir进exec+TS SDK	manual
2863	8	approval-gate	s8	cand	mcp-bridge: ACPX plugin-tools MCP bridge default-off+trust boundary	manual
2864	8	approval-gate	s8	dup	ACP dangerous-tool name override→semantic approval classes — approval classes	manual
2865	8	approval-gate	s8	dup	permission dialogs reject message — approval UX	manual
2866	8	approval-gate	s8	cand	api-surface: GET /workspaces/:ws/sessions/live-state(trusted-only)	manual
2867	8	approval-gate	s8	boundary	AWS Bedrock guardrail_identifier/version	manual
2868	8	approval-gate	s8	noise	settings重复项+copy修复	manual
2869	8	approval-gate	s8	cand	fs-scope: edit tool可访问project外文件(需授权)	manual
2870	8	approval-gate	s8	cand	sandbox-scope: Codex可ask额外sandbox permissions+auto规则	manual
2871	8	approval-gate	s8	dup	pairing list/approve --provider命令 — pairing CLI	manual
2872	8	approval-gate	s8	dup	Gateway拒disallowed browser origins — origin gate	manual
2873	8	approval-gate	s8	dup	"Use MCP servers" toggle对所有tool calls生效 — toggle scope	manual
2874	8	approval-gate	s8	dup	auto approval reviews跨compaction保留authorization context — approval persist	manual
2875	8	approval-gate	s8	noise	wheel build丢executable权限修复	manual
2876	8	approval-gate	s8	dup	pairing-scope ownership denial后operator.admin重试 — pairing retry	manual
2877	8	approval-gate	s8	dup	CLI/nodes fix(截断)	manual
2878	8	approval-gate	s8	cand	channel-privacy: per-channel contextVisibility(all/allowlist/allowlist_quote)	manual
2879	8	approval-gate	s8	dup	10+ channels cap统一 — channel caps	manual
2880	8	approval-gate	s8	dup	Auto-approve菜单(同1991) — auto-approve	manual
2881	8	approval-gate	s8	dup	automatic plugin approvals+ClawHub skill provenance — provenance	manual
2882	8	approval-gate	s8	boundary	Ctrl+N/P替代箭头	manual
2883	8	approval-gate	s8	cand	mode-api: Session API setPermissionMode/getPermissionMode动态切换	manual
2884	8	approval-gate	s8	cand	approval-auto: --approve-for-me CLI flag(自动审批准的)	manual
2885	8	approval-gate	s8	dup	workflow agents approval请求上浮parent interface — approval surface	manual
2886	8	approval-gate	s8	dup	/approve跨channels(含plugins)in-chat批准 — approval channels	manual
2887	8	approval-gate	s8	dup	exec approvals默认local+gateway/node targeting+wildcard allowlists — approval targeting	manual
2888	8	approval-gate	s8	dup	Windows rename-overwrite拒绝时guarded copy — write fallback	manual
2889	8	approval-gate	s8	dup	同2886(重复发布)	manual
2890	8	approval-gate	s8	dup	移除cat SKILL.md allowlist兼容路径(skill文件不再构成grant) — allowlist hygiene	manual
2891	8	approval-gate	s8	dup	Enter误批未读plan修复 — approval UX fix	manual
2892	8	approval-gate	s8	boundary	feishu_doc owner permission grant fields	manual
2893	8	approval-gate	s8	dup	sender-name permission notices并入主inbound dispatch — dispatch merge	manual
2894	8	approval-gate	s8	boundary	feishu allowlist user/chat kind canonicalize	manual
2895	8	approval-gate	s8	dup	Claude Code provider跑native tools不再接tools — provider fix	manual
2896	8	approval-gate	s8	dup	stdio cleanup/plugin MCP approval持久/metadata隔离 — mcp edges	manual
2897	8	approval-gate	s8	dup	无API key的provider不再误报check API key — error accuracy	manual
2898	8	approval-gate	s8	dup	扩展名与实际格式不符的upload修复(同1894) — format gate	manual
2899	8	approval-gate	s8	dup	agents.defaults.models allowlist在catalog stale时仍生效 — allowlist resilience	manual
2900	8	approval-gate	s8	dup	shared JSON endpoint不trust malformed Host headers — G5族已实装	manual
2901	8	approval-gate	s8	dup	ALL_PROXY进Undici env-proxy dispatcher — proxy env	manual
2902	8	approval-gate	s8	dup	tool approval全局锁30s timeout防死锁 — lock timeout	manual
2903	8	approval-gate	s8	boundary	Google Chat native approval cards	manual
2904	8	approval-gate	s8	dup	skill proposals/disabled snapshots/support-file approvals — M110族	manual
2905	8	approval-gate	s8	noise	确认键盘不响应修复(某gateway下)	manual
2906	8	approval-gate	s8	cand	approval-resume: managed approval resumes用approvalId免resume token	manual
2907	8	approval-gate	s8	cand	approval-scope: MCP wildcard批准整server工具	manual
2908	8	approval-gate	s8	dup	MCP/connector tool calls遵守permission系统 — mcp permission	manual
2909	8	approval-gate	s8	variant	auto mode状态prompt改warning色	manual
2910	8	approval-gate	s8	noise	steer handler编译失败等修复	manual
2911	8	approval-gate	s8	dup	hardcoded permission继承→可扩展mapping table — policy refactor	manual
2912	8	approval-gate	s8	dup	ExitPlanMode误降权限修复 — mode restore	manual
2913	8	approval-gate	s8	cand	plan-mode: 开始实施时自动切回Code Mode	manual
2914	8	approval-gate	s8	cand	plan-mcp: plan mode允许readOnlyHint MCP tools+列servers/tools	manual
2915	8	approval-gate	s8	dup	plan文件名短suffix防并发冲突 — file naming	manual
2916	8	approval-gate	s8	dup	plan/act/auto-approve/compaction mode持久global settings — settings persist	manual
2917	8	approval-gate	s8	boundary	plugin approval action metadata导出	manual
2918	8	approval-gate	s8	dup	install-time code safety scans限plugin-owned entrypoints — scan scope	manual
2919	8	approval-gate	s8	dup	CLI/provider/channel activation限manifest-declared needs — activation scope	manual
2920	8	approval-gate	s8	boundary	tokenjuice 0.7.1(Codex hook approval兼容)	manual
2921	8	approval-gate	s8	boundary	QA-Lab approval-denial场景	manual
2922	8	approval-gate	s8	dup	structured questions option cards跨web/channels — ask UX	manual
2923	8	approval-gate	s8	dup	REPL interactive tools(AskUserQuestion/ExitPlan)误阻修复 — interactive fix	manual
2924	8	approval-gate	s8	dup	read-only tools(reads/grep/glob/thinking)始终放行 — auto-allow	manual
2925	8	approval-gate	s8	boundary	grounded-citations skill(fact-checking)	manual
2926	8	approval-gate	s8	dup	review rollout filtering关闭+approval presets尊重workspace-write — approval scope	manual
2927	8	approval-gate	s8	dup	SDK concurrent writes修复 — SDK stability	manual
2928	8	approval-gate	s8	variant	sandbox approval timeout 30分钟	manual
2929	8	approval-gate	s8	cand	mcp-scope: external MCP loopback clients用session-bound attach grants	manual
2930	8	approval-gate	s8	dup	file search tools权限检查优化 — permission UX	manual
2931	8	approval-gate	s8	cand	apikeyhelper-rce: apiKeyHelper在trust前被执行RCE修复(历史漏洞参照)	manual
2932	8	approval-gate	s8	dup	approval prompts转义invisible Unicode — sanitize已实装	manual
2933	8	approval-gate	s8	dup	time作transparent dispatch wrapper评估 — wrapper eval	manual
2934	8	approval-gate	s8	dup	pnpm runtime forms unwrap(--reporter exec等) — command unwrap	manual
2935	8	approval-gate	s8	dup	切session时permission mode保持 — mode persist	manual
2936	8	approval-gate	s8	dup	auto-approval默认关闭(更安全默认) — safe defaults	manual
2937	8	approval-gate	s8	boundary	Skills Hub dashboard rework	manual
2938	8	approval-gate	s8	dup	Skill Workshop support-file经guarded lifecycle writes — write guard	manual
2939	8	approval-gate	s8	dup	A2A denial/unanswered返回标准化消息 — denial message	manual
2940	8	approval-gate	s8	dup	Codex SecretRefs/thread context/bounded turn/routed approvals — codex harden	manual
2941	8	approval-gate	s8	cand	policy-mdm: teams定terminal allow/deny lists+CLI scopes exact-match	manual
2942	8	approval-gate	s8	dup	Telegram target writeback要admin+DM approval allowlists — channel admin	manual
2943	8	approval-gate	s8	boundary	/review --comment经a1 CLI发comments/approvals	manual
