idx	novelty	cluster	src	verdict	detail	pass
11079	0.35	approval-g	s5	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
11080	0.35	approval-g	s5	annotated	扩展 | hooks（PRE_TOOL/POST_TOOL/POST	prior
11081	0.35	bugfix	s5	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
11082	0.35	memory-con	s5	annotated	开屏 | gateway daemon（18789 WS+HTTP	prior
11083	0.35	models-rou	s5	annotated	provider 连接测试 | Cline `doctor` / 各	prior
11084	0.35	other	s5	annotated	面 | 对方功能（身体层） | 我方 app 面 | 缺口/证据 |	prior
11085	0.35	other	s5	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
11086	0.35	other	s5	annotated	> 本机审计副本 `C:\Desktop\pai-eval\PI-Des	prior
11087	0.35	other	s5	annotated	D1 | 向量 codebase 索引 | **拒绝** | 移入	prior
11088	0.35	remote-clo	s5	annotated	> 本机审计副本 `C:\Desktop\pai-eval\PI-Des	prior
11089	0.35	remote-clo	s5	annotated	协作 | `*Operations` 接口可换远端（SSH/cont	prior
11090	0.35	scheduling	s5	annotated	## 23. CodeArts Agent / 码道（华为云 · IDE	prior
11091	0.35	sessions-h	s5	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
11092	0.35	sessions-h	s5	annotated	- M86 ambient context；M88 /add-dir+/	prior
11093	0.35	sessions-h	s5	annotated	持久化 | cron（.cline/cron md 规格+SQLit	prior
11094	0.35	shell-tool	s5	annotated	> **证据口径**: 对方功能以 `harnesses/<name>.	prior
11095	0.35	skills-plu	s5	annotated	扩展 | plugin SDK（hooks：config/event	prior
11096	0.35	ui-ux	s5	annotated	## 3. Cursor（Anysphere · IDE fork +	prior
11097	0.35	git-pr-ci	s4	annotated	可见性 | diff review/accept/revert 每文	prior
11098	0.35	approval-g	s4	annotated	agent 驱动内置浏览器 | 同构（browser 工具族已配置即	prior
11099	0.35	cli-flags	s4	annotated	**测试基线**：host 220 / pi 171+1skip / a	prior
11100	0.35	git-pr-ci	s4	annotated	上下文 | AGENTS.md+.goosehints+@file	prior
11101	0.35	mcp-tools	s4	annotated	扩展 | hooks（PRE_TOOL/POST_TOOL/POST	prior
11102	0.35	mcp-tools	s4	annotated	输入 | slash 命令族（/clear /compact /co	prior
11103	0.35	mcp-tools	s4	annotated	tool results 紧随调用即发 | 同构（泵逐条 emit）	prior
11104	0.35	models-rou	s4	annotated	provider 连接测试 | Cline `doctor` / 各	prior
11105	0.35	models-rou	s4	annotated	可见性 | DiffView per-file accept/rej	prior
11106	0.35	other	s4	annotated	> `harnesses/claude-code.md`；~44 内置工	prior
11107	0.35	remote-clo	s4	annotated	会话 | sessions list/resume/fork；IDE	prior
11108	0.35	remote-clo	s4	annotated	**Codex**：releases 全是 alpha tag 无说明（	prior
11109	0.35	security-s	s4	annotated	## 3. Cursor（Anysphere · IDE fork +	prior
11110	0.35	sessions-h	s4	annotated	持久化 | 云 session sleep/wake（30min i	prior
11111	0.35	sessions-h	s4	annotated	M143 跨文件 multi-edit | **REAL** | `	prior
11112	0.35	shell-tool	s4	annotated	**缺口小结**: 可迁移 = **LLM 判环检测**、trust-g	prior
11113	0.35	shell-tool	s4	annotated	执行 | 长命令自动转后台+background shell ID	prior
11114	0.35	skills-plu	s4	annotated	上下文 | GEMINI.md 层级发现+扩展供给+IDE 诊断/o	prior
11115	0.35	mcp-tools	s6	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
11116	0.35	cli-flags	s5	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
11117	0.35	approval-g	s7	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
11118	0.35	bugfix	s7	annotated	- `RemoteEnvironmentService` SSH 远程执	prior
11119	0.35	bugfix	s7	annotated	三 scope rewind+分叉点 | ZCode EscEsc（	prior
11120	0.35	bugfix	s7	annotated	配置写竞态 | 不复发——fresh read 无缓存快照 |	prior
11121	0.35	cli-flags	s7	annotated	## 23. CodeArts Agent / 码道（华为云 · IDE	prior
11122	0.35	models-rou	s7	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
11123	0.35	orchestrat	s7	annotated	> `harnesses/codearts-agent.md`；企业优先	prior
11124	0.35	other	s7	annotated	- M93 活跃 turn 排队消息+Esc暂停/Ctrl+C弃尾（4	prior
11125	0.35	remote-clo	s7	annotated	**维持不适用-拒绝**：G12 远程执行、插件市场、code-mode	prior
11126	0.35	scheduling	s7	annotated	Hermes | v2026.9.7/9.11（窗口前缘）；v0.2	prior
11127	0.35	shell-tool	s7	annotated	## 2. Claude Code（Anthropic · CLI/ID	prior
11128	0.35	api-sdk	s6	annotated	扩展 | plugin SDK（hooks：config/event	prior
11129	0.35	bugfix	s6	annotated	输入 | `@`/`/` 自动完成浮层 | ✅ | slash 26	prior
11130	0.35	bugfix	s6	annotated	**测试基线**：host 220 / pi 171+1skip / a	prior
11131	0.35	integratio	s6	annotated	协作 | **Crew**（开源常驻 gateway：session	prior
11132	0.35	other	s6	annotated	**缺口小结**: 真实可迁移缺口 = **agent teams（常驻	prior
11133	0.35	perf	s6	annotated	## 20. OpenClaw（personal-AI gateway	prior
11134	0.35	sandbox-ex	s6	annotated	**族 B：远程执行目标**（SSH/WSL/Docker，本窗口累计四	prior
11135	0.35	scheduling	s6	annotated	协作 | **cron 调度器**（schedule 子命令+man	prior
11136	0.35	shell-tool	s6	annotated	M5 | job stdout/stderr 事件入库前 secre	prior
11137	0.35	approval-g	s5	annotated	输入 | 交互/单查询/webhook（webhook 安全工具集剥	prior
11138	0.35	bugfix	s5	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
11139	0.35	bugfix	s5	annotated	配置写竞态 | 不复发——fresh read 无缓存快照 |	prior
11140	0.35	bugfix	s5	annotated	Help 菜单 About + Check for Updates	prior
11141	0.35	mcp-tools	s5	annotated	M82 MCP prompts 上浮 | **落地**——promp	prior
11142	0.35	models-rou	s5	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
11143	0.35	models-rou	s5	annotated	Cline 压缩 1024 硬帽压死 reasoning | 待核（	prior
11144	0.35	models-rou	s5	annotated	## 21. Hermes Agent（Nous Research ·	prior
11145	0.35	perf	s5	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
11146	0.35	perf	s5	annotated	M112 webhook 入站 | **MISSING** | 无	prior
11147	0.35	scheduling	s5	annotated	输入 | plan-mode（`plan-mode` 服务+`exi	prior
11148	0.35	sessions-h	s5	annotated	协作 | AgentDelegateAction 子 control	prior
11149	0.35	models-rou	s4	annotated	## 3. Cursor（Anysphere · IDE fork +	prior
11150	0.35	scheduling	s4	annotated	Self-hosted machines / Team pools	prior
11151	0.35	bugfix	s4	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
11152	0.35	bugfix	s4	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
11153	0.35	mcp-tools	s4	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
11154	0.35	other	s4	annotated	会话 | Fork 自任一已完成 assistant 消息（继承历史	prior
11155	0.35	remote-clo	s4	annotated	开屏 | gateway daemon（18789 WS+HTTP	prior
11156	0.35	sandbox-ex	s4	annotated	`/skill-doctor`——列出已加载但未使用的 skill	prior
11157	0.35	sessions-h	s4	annotated	6. checkpoint 在大 untracked 目录每 turn	prior
11158	0.35	sessions-h	s4	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
11159	0.35	sessions-h	s4	annotated	输入 | 频道消息即输入（Telegram/Discord/Slac	prior
11160	0.35	sessions-h	s4	annotated	> `harnesses/openclaw.md`；gateway/se	prior
11161	0.35	shell-tool	s4	annotated	执行 | 长命令自动转后台+background shell ID	prior
11162	0.35	skills-plu	s4	annotated	会话 | SQLite sessions.db（type: user	prior
11163	0.35	mcp-tools	s7	annotated	M9 | ~~http-bridge POST 无 Origin/S	prior
11164	0.35	attachment	s7	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
11165	0.35	git-pr-ci	s7	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
11166	0.35	git-pr-ci	s7	annotated	blueprint source git\|database | 同	prior
11167	0.35	memory-con	s7	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
11168	0.35	models-rou	s7	annotated	**开屏/入口**: 无模型时 setup 引导卡接管空态（provid	prior
11169	0.35	orchestrat	s7	annotated	协作 | 内置 Agent/Builder/Search subag	prior
11170	0.35	remote-clo	s7	annotated	## 17. Kimi Code（Moonshot · 单二进制 CLI	prior
11171	0.35	shell-tool	s7	annotated	M145 .git 只读 | **落地**（修复完成） | `pro	prior
11172	0.35	approval-g	s6	annotated	G11 | **spec/SDD 流水线**（需求→设计→任务工件+	prior
11173	0.35	attachment	s6	annotated	## 20. OpenClaw（personal-AI gateway	prior
11174	0.35	orchestrat	s6	annotated	协作 | 内置 Agent/Builder/Search subag	prior
11175	0.35	other	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
11176	0.35	sessions-h	s6	annotated	/status 显示推理模式+待批准+上下文 | 同构 |	prior
11177	0.35	approval-g	s5	annotated	M69 notify 策略 | **落地**——抽屉头 select	prior
11178	0.35	bugfix	s5	annotated	输入 | @文件/文件夹/问题/终端 mentions；enhanc	prior
11179	0.35	git-pr-ci	s5	annotated	M20 | ~~workspace info 注入的 git rem	prior
11180	0.35	integratio	s5	annotated	可配置超时 | 同构（max_minutes/job timeout	prior
11181	0.35	mcp-tools	s5	annotated	**agent profile 绑定 secrets 子集 + sc	prior
11182	0.35	memory-con	s5	annotated	模型 | GLM/DeepSeek 内建+企业自注册模型（OpenA	prior
11183	0.35	models-rou	s5	annotated	## 11. Gemini CLI（Google · CLI + a2a	prior
11184	0.35	other	s5	annotated	协作 | 内置 subagents（Explore/Bash/Bro	prior
11185	0.35	sessions-h	s5	annotated	上下文 | 压缩保最近 30%+tool-response 专用预算	prior
11186	0.35	sessions-h	s5	annotated	上下文 | context-engine 插件面（assemble/	prior
11187	0.35	sessions-h	s5	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
11188	0.35	shell-tool	s5	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
11189	0.35	sessions-h	s4	annotated	输入 | Agent 面板 composer + inline ed	prior
11190	0.35	shell-tool	s4	annotated	N2 | ✅ 已有 | decide 链 `read_outside	prior
11191	0.35	ui-ux	s4	annotated	CodeBuddy 本地 gateway 跨域 POST | ~~复	prior
11192	0.35	approval-g	s7	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
11193	0.35	approval-g	s7	annotated	协作 | **Crew**（开源常驻 gateway：session	prior
11194	0.35	attachment	s7	annotated	可见性 | DiffView per-file accept/rej	prior
11195	0.35	mcp-tools	s7	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
11196	0.35	sandbox-ex	s7	annotated	会话 | `codex resume/fork/queue/arch	prior
11197	0.35	sandbox-ex	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
11198	0.35	file-edit	s6	annotated	P1 | 非视觉模型图片静默丢弃（Crush） | ✅ 已防：N8	prior
11199	0.35	integratio	s6	annotated	协作 | `cloud` 托管跑、app-server JSON-R	prior
11200	0.35	skills-plu	s6	annotated	协作 | Dynamic Workflows（确定性 Python	prior
11201	0.35	remote-clo	s5	annotated	M146 持久 always 授权 | **REAL** | `al	prior
11202	0.35	skills-plu	s5	annotated	协作 | `cloud` 托管跑、app-server JSON-R	prior
11203	0.35	cli-flags	s4	annotated	扩展 | hooks（PRE_TOOL/POST_TOOL/POST	prior
11204	0.35	git-pr-ci	s4	annotated	开屏 | `dsh web`（本仓 launcher pin nod	prior
11205	0.35	models-rou	s4	annotated	Cline 凭证刷新生效抢 provider 选择 | 待核（轻）	prior
11206	0.35	scheduling	s4	annotated	上下文 | QWEN_DIR/Qwen memory+imports	prior
11207	0.35	shell-tool	s4	annotated	会话 | SQLite sessions.db（type: user	prior
11208	0.34	memory-con	s7	annotated	协作 | 内置 general-purpose+Explore su	prior
11209	0.34	shell-tool	s7	annotated	`!cmd` 操作员直跑 | Claude Code bang mo	prior
11210	0.34	other	s6	annotated	Help 菜单 About + Check for Updates	prior
11211	0.34	other	s6	annotated	**Codex**：releases 全是 alpha tag 无说明（	prior
11212	0.34	api-sdk	s7	annotated	协作 | 内置 general-purpose+Explore su	prior
11213	0.33	attachment	s7	annotated	**缺口小结**: 交互工艺主体已齐；剩余真实缺口 = minimap、	prior
11214	0.33	bugfix	s7	annotated	协作 | server 多客户端（TUI/desktop/web/A	prior
11215	0.33	remote-clo	s7	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
11216	0.33	shell-tool	s7	annotated	会话 | **shadow-git 每 workspace 快照仓*	prior
11217	0.33	shell-tool	s7	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
11218	0.33	shell-tool	s7	annotated	### 28.15 中档批次 2（2026-09-21，commit 5	prior
11219	0.33	ui-ux	s7	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
11220	0.33	api-sdk	s7	annotated	memory write 名/id FK 崩溃修复 | 踩坑：API	prior
11221	0.33	approval-g	s7	annotated	CodeBuddy sandbox 不可用 fail-open |	prior
11222	0.33	approval-g	s7	annotated	- M85 workspace trust 分层（目录/父/递归）+沙箱	prior
11223	0.33	approval-g	s7	annotated	输入 | 消息式 UI；confirmation 模式（动作挂 AW	prior
11224	0.33	approval-g	s7	annotated	M145 .git 只读 | **落地**（修复完成） | `pro	prior
11225	0.33	approval-g	s7	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
11226	0.33	approval-g	s7	annotated	多渠道 IM/移动/Web/云托管 | 单桌面 app 形态；HTT	prior
11227	0.33	approval-g	s7	annotated	M65 记忆 scope | **落地**——project/use	prior
11228	0.33	approval-g	s7	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
11229	0.33	approval-g	s7	annotated	**缺口小结**: 真实可迁移缺口 = **agent teams（常驻	prior
11230	0.33	attachment	s7	annotated	Live Voice Mode | 边界（语音 UX 非范围） |	prior
11231	0.33	attachment	s7	annotated	U9 命令白/黑名单+配额 ask | **已有** | 分层所有权	prior
11232	0.33	attachment	s7	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	prior
11233	0.33	attachment	s7	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
11234	0.33	attachment	s7	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
11235	0.33	attachment	s7	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	prior
11236	0.33	attachment	s7	annotated	开屏 | Qwen OAuth 设备流+API key+~15 pr	prior
11237	0.33	attachment	s7	annotated	ulid 移除（启动省 216ms）/demo 实测 p95 | p	prior
11238	0.33	bugfix	s7	annotated	**缺口小结**: 可迁移 = **SDD 流水线（spec→desig	prior
11239	0.33	bugfix	s7	annotated	协作 | summon.delegate=子 agent（独立 se	prior
11240	0.33	bugfix	s7	annotated	conversation tags/归档、上下文用量表+手动压缩、p	prior
11241	0.33	bugfix	s7	annotated	执行 | policy TOML 规则文件（扩展可带）+confir	prior
11242	0.33	bugfix	s7	annotated	协作 | 内置 general-purpose+Explore su	prior
11243	0.33	bugfix	s7	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
11244	0.33	bugfix	s7	annotated	可见性 | 事件流全量可检视（event log=API）；观察截断	prior
11245	0.33	bugfix	s7	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
11246	0.33	cli-flags	s7	annotated	上下文 | ToolSearch 延迟加载工具 schema | ❌	prior
11247	0.33	cli-flags	s7	annotated	### 28.6 Update Delta Audit（2026-09-	prior
11248	0.33	cli-flags	s7	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
11249	0.33	cli-flags	s7	annotated	**上下文**: 手动+自动 compaction；`@`文件附着；AG	prior
11250	0.33	cli-flags	s7	annotated	可见性 | DiffViewProvider 逐改动批准；工具分组动	prior
11251	0.33	cli-flags	s7	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
11252	0.33	cli-flags	s7	annotated	持久化 | 会话+索引对象+usage 统计（per-seat to	prior
11253	0.33	cli-flags	s7	annotated	> `harnesses/openclaw.md`；gateway/se	prior
11254	0.33	cli-flags	s7	annotated	开屏 | `cline auth`/`doctor`、provide	prior
11255	0.33	cli-flags	s7	annotated	## 23. CodeArts Agent / 码道（华为云 · IDE	prior
11256	0.33	cli-flags	s7	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
11257	0.33	cli-flags	s7	annotated	- M56 per-feature 模型路由（zed×2+--weak-	prior
11258	0.33	cli-flags	s7	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
11259	0.33	git-pr-ci	s7	annotated	执行 | 执行模式 4 档（Ask before changes/E	prior
11260	0.33	git-pr-ci	s7	annotated	上下文 | AGENTS.md+.goosehints+@file	prior
11261	0.33	git-pr-ci	s7	annotated	Sessions Wake as You Type | N/A（本地	prior
11262	0.33	git-pr-ci	s7	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
11263	0.33	git-pr-ci	s7	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
11264	0.33	git-pr-ci	s7	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
11265	0.33	git-pr-ci	s7	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
11266	0.33	mcp-tools	s7	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
11267	0.33	mcp-tools	s7	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
11268	0.33	mcp-tools	s7	annotated	M104 turn 导航协议 | **REAL / 超集同构**（外	prior
11269	0.33	mcp-tools	s7	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
11270	0.33	mcp-tools	s7	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	prior
11271	0.33	mcp-tools	s7	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
11272	0.33	mcp-tools	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
